INPUT:Malayalam_1	INPUT:Malayalam_2	INPUT:text_1	OUTPUT:result	CONFIDENCE:result	
ഈ ചിത്രത്തിന്റെ സ്ക്രാപ്പിൽ ഞാൻ ഒരു അറിയിപ്പിനെ അയയ്ക്കാത്തത് അസാധാരണമാണ്, ഇത് രാത്രികാലത്തെ ലയിപ്പിക്കുന്നു.	ഇത് അസാധാരണമാണ്, പക്ഷേ ഈ ചിത്രം ഉൾപ്പെടുത്തുന്നതിൽ ഞാൻ ഒരു അവലംബം ഒഴിവാക്കുന്നില്ല, പക്ഷേ ഇത് പ്രഭാതമായി സൂക്ഷിക്കുന്നുവെന്ന് ഞാൻ ന്യായീകരിക്കുന്നു.	it is odd that i do not remember a quote at the end of this movie and i just saw it last night .	0	85.79%	
നിങ്ങൾക്ക് എന്തെങ്കിലും ഹൃദയാഘാതം ഉണ്ടെങ്കിൽ, നിങ്ങൾക്ക് ഇത് പരീക്ഷിച്ചു നോക്കാം.	മോനെ അല്ല.. പക്ഷേ നിങ്ങൾക്ക് ഒരു നല്ല കാര്യം ഉണ്ടെങ്കിൽ...	if you need something heart war m ing , you can try this .	0	99.35%	
ഇത് നിങ്ങളെയെയും പുറത്തെടുക്കുന്നതിനെയും ആശ്രയിക്കുന്നത്, നിങ്ങൾ ഈ സൈറ്റുമായി എങ്ങനെ ചിതറിക്കുന്നു.	ഇത് എല്ലാ ആശ്രയിച്ചിരിക്കുന്നു, എന്താണ് ആന്തരികമെന്ന് നിങ്ങൾ മറന്നു, പക്ഷേ ഈ എസ്റ്റേറ്റിലൂടെ നിങ്ങൾ എങ്ങനെ വഷെ.	it all depends on you , what is inside your mind , and how you deal with this situation .	0	73.59%	
m. m. m. m. m. m. m.	ബണ്ണും കൂടുതൽ m / m - m - m - m - m - m - m - m - m - m - m - m - m - m - f - f - f - f - f - ഓ (ഗ)	b nu m and others will be at mabe i house bar nes am ph i the at re in m able ton , ga on june nu m , nu m at nu m : nu m p . m .	0	99.35%	
നിങ്ങൾ അവനെ സ്നേഹിക്കുന്നുവെങ്കിൽ അത് നല്ലതാണ് . േഹോ.	നിങ്ങൾക്ക് അവനെ പ്രിയപ്പെട്ടെങ്കിൽ, നിങ്ങൾക്ക് അത് നല്ലതാണെന്ന് ഞാൻ വിചാരിക്കുന്നു. 	it ' s preferable to become in that state if you like him .	1	99.89%	
ഇത് ലൈംഗിക ബന്ധമുള്ള ഒരു കഴുതയെക്കുറിച്ചുള്ള ഒരു ഗാനമാണ്	ഇത് ലൈംഗികതയ്ക്കായി ഒരു കഴുതയെ ഉണ്ടാക്കുന്നതിനെക്കുറിച്ചാണ്	this song sounds like someone is having intercourse with a donkey .	0	99.35%	
എന്തുകൊണ്ടാണ് നിങ്ങളുടെ ഇമെയില് നിങ്ങള് ക്ക് നല് കുന്നത് എന്ന് വിശദീകരിക്കാന് കഴിയുന്ന ഒരു കസിന്	നിനക്കറിയാമല്ലോ .. ഒരു ദൂരദര് ശന് പോലെ ...അങ്ങനെ അദ്ദേഹം ഇമെ	you know , like a distant cousin which explain s why he has not given you his email .	0	99.35%	
മറ്റാർക്കും അശ്രദ്ധരായ അശ്രദ്ധരായ മനുഷ്യരെ തല്ലാണ്	അവനല്ലാതെ മറ്റാർക്കും കൂടുതൽ ശ്രദ്ധിക്കാത്ത ഒരു അഗോട്ടിസ്റ്റുകൾ	it is inconsiderate and egotistical men who could not care less about anyone but themselves .	0	99.35%	
നിങ്ങൾ എന്തിന് ശക്തമായ പിന്തുണയെ പിന്തുണക്കുന്നു? MOST READ	നിങ്ങൾ ഒരു നല്ല സുഹൃത്ത് എങ്ങനെ! o o u	can you tell me why you are a strong support er ?	0	99.35%	
എന്താണ് വില പരിധി? ന്റെ പ്രസക്തി വില പരിധി	എത്ര പണം വേണം? ക്ഷമിക്കുക. | ക്ഷമാ	what is the price range ?	1	94.32%	
അതിന്റെ അർത്ഥം ഞാൻ അവരോടൊപ്പം സുഹൃത്തുക്കളായിരിക്കുമെന്നല്ല.	അതിന്റെ അർത്ഥം ഞാൻ അവരോടൊപ്പം സുഹൃത്തുക്കളായിരിക്കുമെന്നാണ്.	that does not mean that i would friends with them .	0	99.35%	
നിങ്ങൾ അത് ചുരുക്കാൻ വന്നതുപോലെ.	കാരണം നിങ്ങൾ അത്യാകാൻ നഷ്ടമുണ്ടെങ്കിൽ.	as if you are going to get it .	0	99.35%	
ഒരു മനുഷ്യന് ഒരു മനുഷ്യനാകുന്നു. അവന് എന്നും മനുഷ്യനായിരിക്കും.	മനുഷ്യൻ എന്നും ഒരു മനുഷ്യനാകുന്നു. ് േേ	once a man becomes a man , he ' s always a man .	1	99.89%	
അവളുടെ ചോദ്യത്തിന് സുവിശേഷത്തെ ഒരിക്കലും നമക്തമല്ലാത്ത അവളുടെ കുട്ടിയെ അവൾ സ്നേഹിക്കുന്നു.	അവൾക്ക് അവളുടെ വസ്ത്രത്തിൽ എലിയെ ഇല്ലാതാക്കുന്ന അവളുടെ മകളെ അവൾക്ക് സമാന്തരമാണ്.	she is like her mother who always involve s the law in her dis put es .	0	99.35%	
മതം സ്വീകരിക്കാന് വീടുവിട്ടു പോകാന് കഴിയില്ലെന്ന് ഞാന് കരുതുന്നു .	മറ്റുള്ളവരെ മറ്റുള്ളവരെ തള്ളിവിടാന് ആളുകള് വീടുവിട്ട് പോകുന്നതാണ് മോശമെന്ന്	i think going door to door for religion is bad enough .	0	99.35%	
എന്റെ സീലിബ്രിറ്റി ചതഞ്ഞിരിക്കുന്നു.	എന്റെ സീലിബ്രിറ്റി ചതഞ്ഞിരിക്കുന്നു.	my celebrity crush is a ar on car ter	1	99.89%	
മനുഷ്യരോട് ഒരു ധാരണയുമില്ലാത്ത സ്ത്രീകളെയും ഞാന് കണ്ടു. േഹ	തീർച്ചയായും, സ്ത്രീകളെക്കുറിച്ച് സ്റ്റമ്പുകളുള്ള മികച്ച സ്ത്രീകളും ഞാൻ കണ്ടു.	of course , i have also seen brilliant women who do not know anything about men . go figure !	0	99.35%	
എന്തുകൊണ്ടാണ് നിങ്ങൾ മറ്റൊരു വ്യക്തിക്ക് കൃത്യമായി പ്രദർശിപ്പിക്കുന്നത്.	എന്തുകൊണ്ടാണ് നിങ്ങൾ ന്യായമായത് എന്ന് നിങ്ങൾ ന്യായവാദം ചെയ്യുന്നതിനാൽ നിങ്ങൾ എന്തിനാണ് കഴിക്കുന്നത്.	why don ' t you just ask for another one .	0	99.35%	
ചില ആളുകൾക്ക് ഒരു മോശം പേര് നൽകിയിട്ടുണ്ട്	ചില ആളുകൾക്ക് അത് സുഖകരമാകും	some people have it coming to them .	0	99.35%	
അതെ, ഞാൻ ശ്രദ്ധ ഫലപ്രദമായിരുന്നു.	അതെ, അത് ശ്രദ്ധേയമാണെന്ന് ഞാൻ അഭിപ്രായപ്പെടുന്നു.	yes , i thought it was impressive .	0	76.45%	
വേറെ ഒന്നും ഇല്ല, ബാക്കി എല്ലാം വിശദീകരിക്കാനും വിശദീകരിക്കാനും മാത്രം.	അത് കൂടാതെ, ബാക്കി എല്ലാവർക്കും കുറച്ചുകൂടി നന്നായി വിശദീകരിക്കാൻ ശ്രമിക്ക്.	there is nothing else , except to try and explain the rest a little better for all of us .	1	95.08%	
അവൻ തന്റെ ഏകീകൃതമായും പ്രവൃത്തിയിലും മൂർച്ചയുള്ളവനാണ്.അവൻ തന്റെ മീറ്ററുമായി യഥാർത്ഥ ജെൻ es es, സഹായിക്കുന്നു.	അവൻ തന്റെ പ്രസംഗത്തിൽ യഥാർത്ഥ സ്നേഹമാണ്, പക്ഷേ പ്രവൃത്തികൾ.തന്റെ അനുഭവം അനുസരിച്ച് അദ്ദേഹം യഥാർത്ഥ ജെൻ ous ണ് ഉണ്ട്, വൈരുദ്ധ്യമാണ്.	he is very affectionate in his words and actions . he is also very gen er ous with his time and support .	0	99.35%	
നിങ്ങളുടെ അഭിപ്രായങ്ങൾ എനിക്കു മനസ്സിലാകും.	നീ പറയുന്നതെല്ലാം ഞാൻ യാത്രയിലായിരുന്നു.	i can ' t understand your comments .	0	73.59%	
എന്തെങ്കിലും നഷ്ടപ്പെടുന്നത് പോലെ തോന്നുന്നുവെങ്കിൽ, അത് ഒരുപക്ഷേ ഒരു മിസ് ആണ്	എന്തെങ്കിലും തെറ്റാണെന്ന് തോന്നുകയാണെങ്കിൽ, ഒരുപക്ഷേ ഇല്ല	if it feels as if something is a miss , it is most likely correct .	0	99.35%	
നീ സത്യസന്ധമായി സത്യം പറയണം, കാരണം സത്യസന്ധത വളരെ പ്രധാനപ്പെട്ടതാണ്.	നീ സത്യസന്ധമായി സത്യം പറയണം, സത്യസന്ധത വളരെ പ്രധാനപ്പെട്ടതാണ്.	you should be honest , because honesty is very important .	1	99.89%	
"നീ ഉദ്ദേശിച്ചത് ""ആരാണ് വീഡിയോ മോഷ്ടിച്ചത്?"""	ആരാണ് ഈ വീഡിയോ മോഷ്ടിച്ചത്?	"did you mean , "" who stole the video ?"""	1	93.86%	
ഈ വർഷം അവൻ NUM ആയിരിക്കുമെന്നാണ് ഞാൻ വിശ്വസിക്കുന്നത്. ന്റെ	ഈ വര് ഷം അദ്ദേഹം NUM ആയിരിക്കുമെന്നാണ് എനിക്ക് ഉറപ്പ്.	i believe he will be nu m this year .	1	99.89%	
അത് മോഷ്ടിച്ചതായി നിങ്ങൾ കണ്ടു	നിങ്ങൾ മോഷ്ടിക്കാൻ നിങ്ങൾ നിരീക്ഷിച്ചു, നിങ്ങൾ അത് നിരീക്ഷിച്ചുവെന്ന് നിങ്ങൾ നിരീക്ഷിച്ചു	you watched the movie steal th .	0	99.35%	
എനിക്ക് ആ മറുപടി കിട്ടിയിരുന്നെങ്കിൽ, എനിക്ക് ഈ ലോകത്തെ രക്ഷിക്കാൻ കഴിഞ്ഞേനെ.	എനിക്ക് ആ മറുപടി കിട്ടിയിരുന്നെങ്കിൽ......ലോകത്തെ രക്ഷിക്കാമായിരുന്നു.	if i had and answer to that , i could save the world .	1	99.89%	
